SUBJECT	item	sentence	language	condition	RATING	rating_natural
4540	2004b	Durante la conferencia el consenso se extendió por la cantina centenaria y llevó a un acuerdo apropiado.	SPANISH	NEUTRAL	2	4,44
4540	2014a	La náusea alcohólica del sospechoso solitario produjo una rabia insana.	SPANISH	NEGATIVE	2	4,8
4540	2017a	El diablo degenerado piensa que la guerra satánica no es un problema loco.	SPANISH	NEGATIVE	1	6,24
4540	2006b	Desde su suscripción predecible la bendita maestra tiene una carpeta marrón.	SPANISH	NEUTRAL	1	4,24
4540	2016b	La señal gradual de su disco provocó el silencio de la cliente eventual.	SPANISH	NEUTRAL	1	4,52
4540	2019b	La medición manual es una categoría provisional para la documentación numérica.	SPANISH	NEUTRAL	1	5,04
4540	2013b	El suscriptor postal recibirá la antena promocional por su suministro editorial.	SPANISH	NEUTRAL	1	4,44
4540	2011b	Al amanecer el lechero pelirrojo coge la botella de cristal para su indulgente vecino.	SPANISH	NEUTRAL	1	5,96
4540	2020b	El magnesio y el bario residual son el principio químico de cualquier sedimento metálico.	SPANISH	NEUTRAL	1	5,92
4540	2002b	El cuestionario informal supuso una práctica convencional para el discreto investigador.	SPANISH	NEUTRAL	1	6
4540	2015b	Durante la plácida congregación ellos desarrollaron un calendario específico para el monólogo básico.	SPANISH	NEUTRAL	1	3,84
4540	2010b	Al mediodía el recepcionista civil llevará su meticulosa petición al portero municipal.	SPANISH	NEUTRAL	1	5,6
4540	2012b	El electricista occidental fue a la barbería silenciosa para terminar con su usual bigote.	SPANISH	NEUTRAL	1	4,96
4484	2005a	Todos los días el peligroso sociópata pide agonía y reclusión mientras mira el negrata mutilado.	SPANISH	NEGATIVE	7	3,84
4484	2007a	Hoy el sádico pedófilo ha hecho una incisión sangrienta con el rehén irritado.	SPANISH	NEGATIVE	7	4,76
4484	2011a	Al amanecer el agresor pervertido coge la orina infecciosa para su morbosa operación.	SPANISH	NEGATIVE	7	5,28
4484	2018a	Por la mañana el cruel dictador inventó un aterrador castigo basado en la horripilante hostilidad.	SPANISH	NEGATIVE	7	5,88
4484	2001a	Su cáncer incurable era una enfermedad desesperada que se convirtió en una tragedia traumática.	SPANISH	NEGATIVE	6	5,8
4484	2009a	La pasada noche el secuestrador repulsivo usó su violencia vil para convencer al enfermo tramposo.	SPANISH	NEGATIVE	6	5,28
4484	2012a	El miserable mafioso fue al frustrante funeral para terminar con su repugnante venganza.	SPANISH	NEGATIVE	6	6,24
4484	2003a	El cadáver descompuesto de la víctima marcó la pesadilla inmoral de la débil asesina.	SPANISH	NEGATIVE	6	5,16
4484	2008a	Cada noche un abuso insufrible y aterrador tiene lugar en la viciosa prisión criminal.	SPANISH	NEGATIVE	6	6,4
4484	2015a	Durante la nauseabunda dictadura ellos desarrollaron una represión negativa para el traidor problemático.	SPANISH	NEGATIVE	5	5,32
4484	2006a	Desde su crisis vergonzosa la furiosa mendiga tiene una hemorragia devastadora.	SPANISH	NEGATIVE	5	5,64
4484	2016a	La peste rancia de su enfermedad provocó el vómito de la esclava herida.	SPANISH	NEGATIVE	5	6,12
4484	2013a	El anarquista insolente recibirá el dolor letal por su fatal error.	SPANISH	NEGATIVE	5	5,88
4484	2017a	El diablo degenerado piensa que la guerra satánica no es un problema loco.	SPANISH	NEGATIVE	5	6,24
4484	2010a	Al mediodía el terrorista hostil llevará su bomba tóxica al caníbal esquizofrénico.	SPANISH	NEGATIVE	5	4,92
4484	2020a	La epidemia y el contagio inseguro son el peligroso daño de cualquier asesinato inadecuado.	SPANISH	NEGATIVE	5	3,08
4484	2002a	La terrible infección supuso una violenta diarrea para el prisionero agonizante.	SPANISH	NEGATIVE	5	6,04
4484	2019a	La malnutrición patológica es una humillación imperdonable para el claustrofóbico orfanato.	SPANISH	NEGATIVE	5	4,24
4484	2005b	Todos los días el banquero capitalista pide ostras y gambas mientras mira el periódico exterior.	SPANISH	NEUTRAL	4	5,36
4484	2014a	La náusea alcohólica del sospechoso solitario produjo una rabia insana.	SPANISH	NEGATIVE	4	4,8
4484	2004a	Durante la amputación la intoxicación se extendió por el enemigo indefenso y llevó a una muerte desagradable.	SPANISH	NEGATIVE	4	4,28
4484	2018b	Por la mañana el personal de la agencia inventó un estudio estadístico basado en la publicación subliminal.	SPANISH	NEUTRAL	3	5,84
4484	2002b	El cuestionario informal supuso una práctica convencional para el discreto investigador.	SPANISH	NEUTRAL	2	6
4484	2001b	Su manual principal era un párrafo manejable que se convirtió en una rutina singular.	SPANISH	NEUTRAL	2	4
4484	2008b	Cada noche una circunstancia doméstica y diaria tiene lugar en el centro ecológico católico.	SPANISH	NEUTRAL	2	3,72
4484	2017b	El gentil participante piensa que la prudencia inicial no es una formalidad continua.	SPANISH	NEUTRAL	2	5,28
4484	2003b	El contexto anterior de la directora marcó la prudente trayectoria de la oscura organización.	SPANISH	NEUTRAL	2	5
4484	2007b	Hoy el parlamento provincial ha hecho una pausa ordinaria con el matemático metafísico.	SPANISH	NEUTRAL	2	5
4484	2011b	Al amanecer el lechero pelirrojo coge la botella de cristal para su indulgente vecino.	SPANISH	NEUTRAL	2	5,96
4484	2012b	El electricista occidental fue a la barbería silenciosa para terminar con su usual bigote.	SPANISH	NEUTRAL	1	4,96
4484	2013b	El suscriptor postal recibirá la antena promocional por su suministro editorial.	SPANISH	NEUTRAL	1	4,44
4484	2009b	La pasada noche el pastor sureño usó su sermón admisible para convencer al espectador vegetariano.	SPANISH	NEUTRAL	1	5,48
4484	2004b	Durante la conferencia el consenso se extendió por la cantina centenaria y llevó a un acuerdo apropiado.	SPANISH	NEUTRAL	1	4,44
4484	2020b	El magnesio y el bario residual son el principio químico de cualquier sedimento metálico.	SPANISH	NEUTRAL	1	5,92
4484	2014b	La supuesta guía del prodigioso biógrafo produjo una rara cobertura.	SPANISH	NEUTRAL	1	3,92
4484	2016b	La señal gradual de su disco provocó el silencio de la cliente eventual.	SPANISH	NEUTRAL	1	4,52
4484	2019b	La medición manual es una categoría provisional para la documentación numérica.	SPANISH	NEUTRAL	1	5,04
4484	2010b	Al mediodía el recepcionista civil llevará su meticulosa petición al portero municipal.	SPANISH	NEUTRAL	1	5,6
4484	2015b	Durante la plácida congregación ellos desarrollaron un calendario específico para el monólogo básico.	SPANISH	NEUTRAL	1	3,84
4484	2006b	Desde su suscripción predecible la bendita maestra tiene una carpeta marrón.	SPANISH	NEUTRAL	1	4,24
4473	2018a	Por la mañana el cruel dictador inventó un aterrador castigo basado en la horripilante hostilidad.	SPANISH	NEGATIVE	7	5,88
4473	2001a	Su cáncer incurable era una enfermedad desesperada que se convirtió en una tragedia traumática.	SPANISH	NEGATIVE	7	5,8
4473	2016a	La peste rancia de su enfermedad provocó el vómito de la esclava herida.	SPANISH	NEGATIVE	7	6,12
4473	2002a	La terrible infección supuso una violenta diarrea para el prisionero agonizante.	SPANISH	NEGATIVE	7	6,04
4473	2004a	Durante la amputación la intoxicación se extendió por el enemigo indefenso y llevó a una muerte desagradable.	SPANISH	NEGATIVE	6	4,28
4473	2008a	Cada noche un abuso insufrible y aterrador tiene lugar en la viciosa prisión criminal.	SPANISH	NEGATIVE	6	6,4
4473	2007a	Hoy el sádico pedófilo ha hecho una incisión sangrienta con el rehén irritado.	SPANISH	NEGATIVE	6	4,76
4473	2006a	Desde su crisis vergonzosa la furiosa mendiga tiene una hemorragia devastadora.	SPANISH	NEGATIVE	6	5,64
4473	2019a	La malnutrición patológica es una humillación imperdonable para el claustrofóbico orfanato.	SPANISH	NEGATIVE	6	4,24
4473	2013a	El anarquista insolente recibirá el dolor letal por su fatal error.	SPANISH	NEGATIVE	5	5,88
4473	2012a	El miserable mafioso fue al frustrante funeral para terminar con su repugnante venganza.	SPANISH	NEGATIVE	5	6,24
4473	2005a	Todos los días el peligroso sociópata pide agonía y reclusión mientras mira el negrata mutilado.	SPANISH	NEGATIVE	5	3,84
4473	2009a	La pasada noche el secuestrador repulsivo usó su violencia vil para convencer al enfermo tramposo.	SPANISH	NEGATIVE	4	5,28
4473	2015b	Durante la plácida congregación ellos desarrollaron un calendario específico para el monólogo básico.	SPANISH	NEUTRAL	4	3,84
4473	2001b	Su manual principal era un párrafo manejable que se convirtió en una rutina singular.	SPANISH	NEUTRAL	4	4
4473	2002b	El cuestionario informal supuso una práctica convencional para el discreto investigador.	SPANISH	NEUTRAL	4	6
4473	2011b	Al amanecer el lechero pelirrojo coge la botella de cristal para su indulgente vecino.	SPANISH	NEUTRAL	4	5,96
4473	2005b	Todos los días el banquero capitalista pide ostras y gambas mientras mira el periódico exterior.	SPANISH	NEUTRAL	3	5,36
4473	2003a	El cadáver descompuesto de la víctima marcó la pesadilla inmoral de la débil asesina.	SPANISH	NEGATIVE	3	5,16
4473	2016b	La señal gradual de su disco provocó el silencio de la cliente eventual.	SPANISH	NEUTRAL	3	4,52
4473	2003b	El contexto anterior de la directora marcó la prudente trayectoria de la oscura organización.	SPANISH	NEUTRAL	3	5
4473	2010b	Al mediodía el recepcionista civil llevará su meticulosa petición al portero municipal.	SPANISH	NEUTRAL	3	5,6
4473	2011a	Al amanecer el agresor pervertido coge la orina infecciosa para su morbosa operación.	SPANISH	NEGATIVE	3	5,28
4473	2015a	Durante la nauseabunda dictadura ellos desarrollaron una represión negativa para el traidor problemático.	SPANISH	NEGATIVE	3	5,32
4473	2004b	Durante la conferencia el consenso se extendió por la cantina centenaria y llevó a un acuerdo apropiado.	SPANISH	NEUTRAL	2	4,44
4473	2010a	Al mediodía el terrorista hostil llevará su bomba tóxica al caníbal esquizofrénico.	SPANISH	NEGATIVE	2	4,92
4473	2018b	Por la mañana el personal de la agencia inventó un estudio estadístico basado en la publicación subliminal.	SPANISH	NEUTRAL	2	5,84
4473	2013b	El suscriptor postal recibirá la antena promocional por su suministro editorial.	SPANISH	NEUTRAL	2	4,44
4473	2014a	La náusea alcohólica del sospechoso solitario produjo una rabia insana.	SPANISH	NEGATIVE	2	4,8
4473	2017b	El gentil participante piensa que la prudencia inicial no es una formalidad continua.	SPANISH	NEUTRAL	2	5,28
4473	2012b	El electricista occidental fue a la barbería silenciosa para terminar con su usual bigote.	SPANISH	NEUTRAL	1	4,96
4473	2006b	Desde su suscripción predecible la bendita maestra tiene una carpeta marrón.	SPANISH	NEUTRAL	1	4,24
4473	2009b	La pasada noche el pastor sureño usó su sermón admisible para convencer al espectador vegetariano.	SPANISH	NEUTRAL	1	5,48
4473	2014b	La supuesta guía del prodigioso biógrafo produjo una rara cobertura.	SPANISH	NEUTRAL	1	3,92
4473	2008b	Cada noche una circunstancia doméstica y diaria tiene lugar en el centro ecológico católico.	SPANISH	NEUTRAL	1	3,72
4473	2017a	El diablo degenerado piensa que la guerra satánica no es un problema loco.	SPANISH	NEGATIVE	1	6,24
4473	2020b	El magnesio y el bario residual son el principio químico de cualquier sedimento metálico.	SPANISH	NEUTRAL	1	5,92
4473	2019b	La medición manual es una categoría provisional para la documentación numérica.	SPANISH	NEUTRAL	1	5,04
4473	2007b	Hoy el parlamento provincial ha hecho una pausa ordinaria con el matemático metafísico.	SPANISH	NEUTRAL	1	5
4473	2020a	La epidemia y el contagio inseguro son el peligroso daño de cualquier asesinato inadecuado.	SPANISH	NEGATIVE	1	3,08
4124	2013a	El anarquista insolente recibirá el dolor letal por su fatal error.	SPANISH	NEGATIVE	7	5,88
4124	2009a	La pasada noche el secuestrador repulsivo usó su violencia vil para convencer al enfermo tramposo.	SPANISH	NEGATIVE	7	5,28
4124	2012a	El miserable mafioso fue al frustrante funeral para terminar con su repugnante venganza.	SPANISH	NEGATIVE	7	6,24
4124	2007a	Hoy el sádico pedófilo ha hecho una incisión sangrienta con el rehén irritado.	SPANISH	NEGATIVE	7	4,76
4124	2001a	Su cáncer incurable era una enfermedad desesperada que se convirtió en una tragedia traumática.	SPANISH	NEGATIVE	7	5,8
4124	2008a	Cada noche un abuso insufrible y aterrador tiene lugar en la viciosa prisión criminal.	SPANISH	NEGATIVE	7	6,4
4124	2016a	La peste rancia de su enfermedad provocó el vómito de la esclava herida.	SPANISH	NEGATIVE	7	6,12
4124	2010a	Al mediodía el terrorista hostil llevará su bomba tóxica al caníbal esquizofrénico.	SPANISH	NEGATIVE	7	4,92
4124	2015a	Durante la nauseabunda dictadura ellos desarrollaron una represión negativa para el traidor problemático.	SPANISH	NEGATIVE	7	5,32
4124	2003a	El cadáver descompuesto de la víctima marcó la pesadilla inmoral de la débil asesina.	SPANISH	NEGATIVE	7	5,16
4124	2004a	Durante la amputación la intoxicación se extendió por el enemigo indefenso y llevó a una muerte desagradable.	SPANISH	NEGATIVE	7	4,28
4124	2002a	La terrible infección supuso una violenta diarrea para el prisionero agonizante.	SPANISH	NEGATIVE	7	6,04
4124	2011a	Al amanecer el agresor pervertido coge la orina infecciosa para su morbosa operación.	SPANISH	NEGATIVE	7	5,28
4124	2020a	La epidemia y el contagio inseguro son el peligroso daño de cualquier asesinato inadecuado.	SPANISH	NEGATIVE	6	3,08
4124	2018a	Por la mañana el cruel dictador inventó un aterrador castigo basado en la horripilante hostilidad.	SPANISH	NEGATIVE	6	5,88
4124	2005a	Todos los días el peligroso sociópata pide agonía y reclusión mientras mira el negrata mutilado.	SPANISH	NEGATIVE	6	3,84
4124	2006a	Desde su crisis vergonzosa la furiosa mendiga tiene una hemorragia devastadora.	SPANISH	NEGATIVE	5	5,64
4124	2005b	Todos los días el banquero capitalista pide ostras y gambas mientras mira el periódico exterior.	SPANISH	NEUTRAL	5	5,36
4124	2014a	La náusea alcohólica del sospechoso solitario produjo una rabia insana.	SPANISH	NEGATIVE	4	4,8
4124	2019a	La malnutrición patológica es una humillación imperdonable para el claustrofóbico orfanato.	SPANISH	NEGATIVE	4	4,24
4124	2018b	Por la mañana el personal de la agencia inventó un estudio estadístico basado en la publicación subliminal.	SPANISH	NEUTRAL	3	5,84
4124	2017b	El gentil participante piensa que la prudencia inicial no es una formalidad continua.	SPANISH	NEUTRAL	3	5,28
4124	2017a	El diablo degenerado piensa que la guerra satánica no es un problema loco.	SPANISH	NEGATIVE	3	6,24
4124	2016b	La señal gradual de su disco provocó el silencio de la cliente eventual.	SPANISH	NEUTRAL	2	4,52
4124	2011b	Al amanecer el lechero pelirrojo coge la botella de cristal para su indulgente vecino.	SPANISH	NEUTRAL	2	5,96
4124	2003b	El contexto anterior de la directora marcó la prudente trayectoria de la oscura organización.	SPANISH	NEUTRAL	2	5
4124	2014b	La supuesta guía del prodigioso biógrafo produjo una rara cobertura.	SPANISH	NEUTRAL	2	3,92
4124	2013b	El suscriptor postal recibirá la antena promocional por su suministro editorial.	SPANISH	NEUTRAL	1	4,44
4124	2009b	La pasada noche el pastor sureño usó su sermón admisible para convencer al espectador vegetariano.	SPANISH	NEUTRAL	1	5,48
4124	2006b	Desde su suscripción predecible la bendita maestra tiene una carpeta marrón.	SPANISH	NEUTRAL	1	4,24
4124	2001b	Su manual principal era un párrafo manejable que se convirtió en una rutina singular.	SPANISH	NEUTRAL	1	4
4124	2008b	Cada noche una circunstancia doméstica y diaria tiene lugar en el centro ecológico católico.	SPANISH	NEUTRAL	1	3,72
4124	2007b	Hoy el parlamento provincial ha hecho una pausa ordinaria con el matemático metafísico.	SPANISH	NEUTRAL	1	5
4124	2012b	El electricista occidental fue a la barbería silenciosa para terminar con su usual bigote.	SPANISH	NEUTRAL	1	4,96
4124	2010b	Al mediodía el recepcionista civil llevará su meticulosa petición al portero municipal.	SPANISH	NEUTRAL	1	5,6
4124	2019b	La medición manual es una categoría provisional para la documentación numérica.	SPANISH	NEUTRAL	1	5,04
4124	2002b	El cuestionario informal supuso una práctica convencional para el discreto investigador.	SPANISH	NEUTRAL	1	6
4124	2004b	Durante la conferencia el consenso se extendió por la cantina centenaria y llevó a un acuerdo apropiado.	SPANISH	NEUTRAL	1	4,44
4124	2020b	El magnesio y el bario residual son el principio químico de cualquier sedimento metálico.	SPANISH	NEUTRAL	1	5,92
4124	2015b	Durante la plácida congregación ellos desarrollaron un calendario específico para el monólogo básico.	SPANISH	NEUTRAL	1	3,84
4109	2005a	Todos los días el peligroso sociópata pide agonía y reclusión mientras mira el negrata mutilado.	SPANISH	NEGATIVE	7	3,84
4109	2007a	Hoy el sádico pedófilo ha hecho una incisión sangrienta con el rehén irritado.	SPANISH	NEGATIVE	6	4,76
4109	2008a	Cada noche un abuso insufrible y aterrador tiene lugar en la viciosa prisión criminal.	SPANISH	NEGATIVE	6	6,4
4109	2013a	El anarquista insolente recibirá el dolor letal por su fatal error.	SPANISH	NEGATIVE	6	5,88
4109	2018a	Por la mañana el cruel dictador inventó un aterrador castigo basado en la horripilante hostilidad.	SPANISH	NEGATIVE	6	5,88
4109	2011a	Al amanecer el agresor pervertido coge la orina infecciosa para su morbosa operación.	SPANISH	NEGATIVE	6	5,28
4109	2003a	El cadáver descompuesto de la víctima marcó la pesadilla inmoral de la débil asesina.	SPANISH	NEGATIVE	6	5,16
4109	2002a	La terrible infección supuso una violenta diarrea para el prisionero agonizante.	SPANISH	NEGATIVE	5	6,04
4109	2019a	La malnutrición patológica es una humillación imperdonable para el claustrofóbico orfanato.	SPANISH	NEGATIVE	5	4,24
4109	2001a	Su cáncer incurable era una enfermedad desesperada que se convirtió en una tragedia traumática.	SPANISH	NEGATIVE	5	5,8
4109	2010a	Al mediodía el terrorista hostil llevará su bomba tóxica al caníbal esquizofrénico.	SPANISH	NEGATIVE	5	4,92
4109	2015a	Durante la nauseabunda dictadura ellos desarrollaron una represión negativa para el traidor problemático.	SPANISH	NEGATIVE	5	5,32
4109	2006a	Desde su crisis vergonzosa la furiosa mendiga tiene una hemorragia devastadora.	SPANISH	NEGATIVE	5	5,64
4109	2016a	La peste rancia de su enfermedad provocó el vómito de la esclava herida.	SPANISH	NEGATIVE	5	6,12
4109	2005b	Todos los días el banquero capitalista pide ostras y gambas mientras mira el periódico exterior.	SPANISH	NEUTRAL	5	5,36
4109	2014a	La náusea alcohólica del sospechoso solitario produjo una rabia insana.	SPANISH	NEGATIVE	4	4,8
4109	2009a	La pasada noche el secuestrador repulsivo usó su violencia vil para convencer al enfermo tramposo.	SPANISH	NEGATIVE	4	5,28
4109	2003b	El contexto anterior de la directora marcó la prudente trayectoria de la oscura organización.	SPANISH	NEUTRAL	4	5
4109	2004a	Durante la amputación la intoxicación se extendió por el enemigo indefenso y llevó a una muerte desagradable.	SPANISH	NEGATIVE	4	4,28
4109	2020a	La epidemia y el contagio inseguro son el peligroso daño de cualquier asesinato inadecuado.	SPANISH	NEGATIVE	3	3,08
4109	2017a	El diablo degenerado piensa que la guerra satánica no es un problema loco.	SPANISH	NEGATIVE	3	6,24
4109	2012a	El miserable mafioso fue al frustrante funeral para terminar con su repugnante venganza.	SPANISH	NEGATIVE	3	6,24
4109	2008b	Cada noche una circunstancia doméstica y diaria tiene lugar en el centro ecológico católico.	SPANISH	NEUTRAL	2	3,72
4109	2019b	La medición manual es una categoría provisional para la documentación numérica.	SPANISH	NEUTRAL	1	5,04
4109	2018b	Por la mañana el personal de la agencia inventó un estudio estadístico basado en la publicación subliminal.	SPANISH	NEUTRAL	1	5,84
4109	2002b	El cuestionario informal supuso una práctica convencional para el discreto investigador.	SPANISH	NEUTRAL	1	6
4109	2017b	El gentil participante piensa que la prudencia inicial no es una formalidad continua.	SPANISH	NEUTRAL	1	5,28
4109	2009b	La pasada noche el pastor sureño usó su sermón admisible para convencer al espectador vegetariano.	SPANISH	NEUTRAL	1	5,48
4109	2007b	Hoy el parlamento provincial ha hecho una pausa ordinaria con el matemático metafísico.	SPANISH	NEUTRAL	1	5
4109	2013b	El suscriptor postal recibirá la antena promocional por su suministro editorial.	SPANISH	NEUTRAL	1	4,44
4109	2012b	El electricista occidental fue a la barbería silenciosa para terminar con su usual bigote.	SPANISH	NEUTRAL	1	4,96
4109	2014b	La supuesta guía del prodigioso biógrafo produjo una rara cobertura.	SPANISH	NEUTRAL	1	3,92
4109	2010b	Al mediodía el recepcionista civil llevará su meticulosa petición al portero municipal.	SPANISH	NEUTRAL	1	5,6
4109	2001b	Su manual principal era un párrafo manejable que se convirtió en una rutina singular.	SPANISH	NEUTRAL	1	4
4109	2004b	Durante la conferencia el consenso se extendió por la cantina centenaria y llevó a un acuerdo apropiado.	SPANISH	NEUTRAL	1	4,44
4109	2011b	Al amanecer el lechero pelirrojo coge la botella de cristal para su indulgente vecino.	SPANISH	NEUTRAL	1	5,96
4109	2020b	El magnesio y el bario residual son el principio químico de cualquier sedimento metálico.	SPANISH	NEUTRAL	1	5,92
4109	2016b	La señal gradual de su disco provocó el silencio de la cliente eventual.	SPANISH	NEUTRAL	1	4,52
4109	2015b	Durante la plácida congregación ellos desarrollaron un calendario específico para el monólogo básico.	SPANISH	NEUTRAL	1	3,84
4109	2006b	Desde su suscripción predecible la bendita maestra tiene una carpeta marrón.	SPANISH	NEUTRAL	1	4,24
4025	2004a	Durante la amputación la intoxicación se extendió por el enemigo indefenso y llevó a una muerte desagradable.	SPANISH	NEGATIVE	7	4,28
4025	2001a	Su cáncer incurable era una enfermedad desesperada que se convirtió en una tragedia traumática.	SPANISH	NEGATIVE	6	5,8
4025	2005a	Todos los días el peligroso sociópata pide agonía y reclusión mientras mira el negrata mutilado.	SPANISH	NEGATIVE	6	3,84
4025	2019a	La malnutrición patológica es una humillación imperdonable para el claustrofóbico orfanato.	SPANISH	NEGATIVE	6	4,24
4025	2010a	Al mediodía el terrorista hostil llevará su bomba tóxica al caníbal esquizofrénico.	SPANISH	NEGATIVE	6	4,92
4025	2014a	La náusea alcohólica del sospechoso solitario produjo una rabia insana.	SPANISH	NEGATIVE	5	4,8
4025	2018a	Por la mañana el cruel dictador inventó un aterrador castigo basado en la horripilante hostilidad.	SPANISH	NEGATIVE	5	5,88
4025	2017a	El diablo degenerado piensa que la guerra satánica no es un problema loco.	SPANISH	NEGATIVE	5	6,24
4025	2007a	Hoy el sádico pedófilo ha hecho una incisión sangrienta con el rehén irritado.	SPANISH	NEGATIVE	5	4,76
4025	2011a	Al amanecer el agresor pervertido coge la orina infecciosa para su morbosa operación.	SPANISH	NEGATIVE	5	5,28
4025	2013a	El anarquista insolente recibirá el dolor letal por su fatal error.	SPANISH	NEGATIVE	4	5,88
4025	2006a	Desde su crisis vergonzosa la furiosa mendiga tiene una hemorragia devastadora.	SPANISH	NEGATIVE	4	5,64
4025	2003a	El cadáver descompuesto de la víctima marcó la pesadilla inmoral de la débil asesina.	SPANISH	NEGATIVE	4	5,16
4025	2012a	El miserable mafioso fue al frustrante funeral para terminar con su repugnante venganza.	SPANISH	NEGATIVE	4	6,24
4025	2015a	Durante la nauseabunda dictadura ellos desarrollaron una represión negativa para el traidor problemático.	SPANISH	NEGATIVE	4	5,32
4025	2002a	La terrible infección supuso una violenta diarrea para el prisionero agonizante.	SPANISH	NEGATIVE	4	6,04
4025	2009a	La pasada noche el secuestrador repulsivo usó su violencia vil para convencer al enfermo tramposo.	SPANISH	NEGATIVE	4	5,28
4025	2016a	La peste rancia de su enfermedad provocó el vómito de la esclava herida.	SPANISH	NEGATIVE	4	6,12
4025	2018b	Por la mañana el personal de la agencia inventó un estudio estadístico basado en la publicación subliminal.	SPANISH	NEUTRAL	3	5,84
4025	2008a	Cada noche un abuso insufrible y aterrador tiene lugar en la viciosa prisión criminal.	SPANISH	NEGATIVE	3	6,4
4025	2020a	La epidemia y el contagio inseguro son el peligroso daño de cualquier asesinato inadecuado.	SPANISH	NEGATIVE	3	3,08
4025	2003b	El contexto anterior de la directora marcó la prudente trayectoria de la oscura organización.	SPANISH	NEUTRAL	3	5
4025	2005b	Todos los días el banquero capitalista pide ostras y gambas mientras mira el periódico exterior.	SPANISH	NEUTRAL	2	5,36
4025	2015b	Durante la plácida congregación ellos desarrollaron un calendario específico para el monólogo básico.	SPANISH	NEUTRAL	2	3,84
4025	2013b	El suscriptor postal recibirá la antena promocional por su suministro editorial.	SPANISH	NEUTRAL	1	4,44
4025	2014b	La supuesta guía del prodigioso biógrafo produjo una rara cobertura.	SPANISH	NEUTRAL	1	3,92
4025	2019b	La medición manual es una categoría provisional para la documentación numérica.	SPANISH	NEUTRAL	1	5,04
4025	2009b	La pasada noche el pastor sureño usó su sermón admisible para convencer al espectador vegetariano.	SPANISH	NEUTRAL	1	5,48
4025	2010b	Al mediodía el recepcionista civil llevará su meticulosa petición al portero municipal.	SPANISH	NEUTRAL	1	5,6
4025	2001b	Su manual principal era un párrafo manejable que se convirtió en una rutina singular.	SPANISH	NEUTRAL	1	4
4025	2011b	Al amanecer el lechero pelirrojo coge la botella de cristal para su indulgente vecino.	SPANISH	NEUTRAL	1	5,96
4025	2020b	El magnesio y el bario residual son el principio químico de cualquier sedimento metálico.	SPANISH	NEUTRAL	1	5,92
4025	2006b	Desde su suscripción predecible la bendita maestra tiene una carpeta marrón.	SPANISH	NEUTRAL	1	4,24
4025	2004b	Durante la conferencia el consenso se extendió por la cantina centenaria y llevó a un acuerdo apropiado.	SPANISH	NEUTRAL	1	4,44
4025	2002b	El cuestionario informal supuso una práctica convencional para el discreto investigador.	SPANISH	NEUTRAL	1	6
4025	2012b	El electricista occidental fue a la barbería silenciosa para terminar con su usual bigote.	SPANISH	NEUTRAL	1	4,96
4025	2016b	La señal gradual de su disco provocó el silencio de la cliente eventual.	SPANISH	NEUTRAL	1	4,52
4025	2008b	Cada noche una circunstancia doméstica y diaria tiene lugar en el centro ecológico católico.	SPANISH	NEUTRAL	1	3,72
4025	2007b	Hoy el parlamento provincial ha hecho una pausa ordinaria con el matemático metafísico.	SPANISH	NEUTRAL	1	5
4025	2017b	El gentil participante piensa que la prudencia inicial no es una formalidad continua.	SPANISH	NEUTRAL	1	5,28
3943	2005a	Todos los días el peligroso sociópata pide agonía y reclusión mientras mira el negrata mutilado.	SPANISH	NEGATIVE	7	3,84
3943	2008a	Cada noche un abuso insufrible y aterrador tiene lugar en la viciosa prisión criminal.	SPANISH	NEGATIVE	7	6,4
3943	2015a	Durante la nauseabunda dictadura ellos desarrollaron una represión negativa para el traidor problemático.	SPANISH	NEGATIVE	5	5,32
3943	2002a	La terrible infección supuso una violenta diarrea para el prisionero agonizante.	SPANISH	NEGATIVE	5	6,04
3943	2004a	Durante la amputación la intoxicación se extendió por el enemigo indefenso y llevó a una muerte desagradable.	SPANISH	NEGATIVE	5	4,28
3943	2018a	Por la mañana el cruel dictador inventó un aterrador castigo basado en la horripilante hostilidad.	SPANISH	NEGATIVE	5	5,88
3943	2001a	Su cáncer incurable era una enfermedad desesperada que se convirtió en una tragedia traumática.	SPANISH	NEGATIVE	4	5,8
3943	2016a	La peste rancia de su enfermedad provocó el vómito de la esclava herida.	SPANISH	NEGATIVE	4	6,12
3943	2012a	El miserable mafioso fue al frustrante funeral para terminar con su repugnante venganza.	SPANISH	NEGATIVE	4	6,24
3943	2007b	Hoy el parlamento provincial ha hecho una pausa ordinaria con el matemático metafísico.	SPANISH	NEUTRAL	4	5
3943	2013a	El anarquista insolente recibirá el dolor letal por su fatal error.	SPANISH	NEGATIVE	4	5,88
3943	2003b	El contexto anterior de la directora marcó la prudente trayectoria de la oscura organización.	SPANISH	NEUTRAL	4	5
3943	2005b	Todos los días el banquero capitalista pide ostras y gambas mientras mira el periódico exterior.	SPANISH	NEUTRAL	4	5,36
3943	2011a	Al amanecer el agresor pervertido coge la orina infecciosa para su morbosa operación.	SPANISH	NEGATIVE	4	5,28
3943	2010a	Al mediodía el terrorista hostil llevará su bomba tóxica al caníbal esquizofrénico.	SPANISH	NEGATIVE	4	4,92
3943	2019a	La malnutrición patológica es una humillación imperdonable para el claustrofóbico orfanato.	SPANISH	NEGATIVE	4	4,24
3943	2009a	La pasada noche el secuestrador repulsivo usó su violencia vil para convencer al enfermo tramposo.	SPANISH	NEGATIVE	3	5,28
